Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Automated Manual,Automatic,Automatic with Select Shift,Continuously Variable,Manual,Diesel,Ethanol(E85),Premium Gasoline,Regular Gasoline
1.5,4,8.4,6.2,38,173,0,0,0,0,1,0,0,1,0
1.5,4,7.7,6.0,41,162,0,0,0,1,0,0,0,0,1
1.5,4,7.9,6.6,39,170,0,0,0,1,0,0,0,0,1
1.5,4,8.0,6.2,39,167,0,0,0,0,1,0,0,0,1
1.5,4,7.9,6.6,39,170,0,0,0,1,0,0,0,1,0
1.5,4,8.0,6.2,39,167,0,0,0,0,1,0,0,1,0
1.5,4,7.8,6.2,40,165,0,0,0,1,0,0,0,0,1
2.0,4,7.9,6.1,40,167,0,0,0,1,0,0,0,0,1
2.0,4,9.3,6.5,35,186,0,0,0,0,1,0,0,0,1
1.5,4,8.4,6.2,38,173,0,0,0,0,1,0,0,1,0
2.0,4,10.6,8.3,29,224,0,0,0,0,1,0,0,1,0
1.5,4,8.4,7.0,36,181,0,0,0,1,0,0,0,0,1
1.5,4,8.7,7.2,35,188,0,0,0,1,0,0,0,0,1
1.5,4,7.0,5.9,43,151,0,0,0,1,0,0,0,0,1
1.5,4,7.6,6.5,40,166,0,0,0,1,0,0,0,0,1
1.5,4,8.1,6.6,38,174,0,0,0,0,1,0,0,0,1
1.8,4,8.4,7.0,36,181,0,0,0,1,0,0,0,0,1
1.8,4,8.8,7.5,34,193,0,0,0,1,0,0,0,0,1
1.8,4,9.1,7.7,33,199,0,0,0,1,0,0,0,0,1
1.5,4,4.6,5.3,58,114,0,0,0,1,0,0,0,0,1
1.5,4,4.6,5.3,58,114,0,0,0,1,0,0,0,0,1
3.5,6,12.6,8.4,26,252,0,0,1,0,0,0,0,0,1
3.5,6,12.2,8.5,27,247,0,0,1,0,0,0,0,0,1
3.5,6,12.5,9.8,25,265,0,1,0,0,0,0,0,0,1
3.5,6,12.4,8.7,26,250,0,1,0,0,0,0,0,0,1
3.5,6,13.0,9.3,25,266,0,1,0,0,0,0,0,0,1
3.5,6,12.4,9.3,26,257,0,0,1,0,0,0,0,0,1
3.5,6,12.8,9.5,25,263,0,1,0,0,0,0,0,0,1
1.6,4,8.2,6.2,39,172,0,0,1,0,0,0,0,0,1
1.6,4,8.2,6.3,39,173,0,0,0,0,1,0,0,0,1
1.6,4,8.9,7.0,35,189,1,0,0,0,0,0,0,0,1
1.6,4,10.7,7.8,30,221,0,0,0,0,1,0,0,0,1
2.0,4,8.3,6.4,38,174,0,0,1,0,0,0,0,0,1
2.0,4,9.2,6.5,35,188,0,0,0,0,1,0,0,0,1
1.6,4,9.7,7.4,33,205,1,0,0,0,0,0,0,0,1
1.6,4,10.3,7.9,31,218,0,0,0,0,1,0,0,0,1
2.0,4,9.4,7.1,34,200,0,0,1,0,0,0,0,0,1
2.0,4,9.8,7.4,32,207,0,0,0,0,1,0,0,0,1
1.6,4,4.3,4.4,66,104,1,0,0,0,0,0,0,0,1
1.6,4,4.2,4.0,69,96,1,0,0,0,0,0,0,0,1
2.0,4,8.6,7.0,36,186,0,0,1,0,0,0,0,0,1
1.6,4,9.0,8.0,33,201,1,0,0,0,0,0,0,0,1
2.0,4,9.2,7.8,33,202,0,0,1,0,0,0,0,0,1
2.4,4,10.8,8.0,29,225,0,0,1,0,0,0,0,0,1
2.0,4,12.3,9.8,25,262,0,0,1,0,0,0,0,0,1
2.4,4,11.2,8.7,28,237,0,0,1,0,0,0,0,0,1
3.3,6,13.2,9.4,25,268,0,0,1,0,0,0,0,0,1
3.3,6,13.4,9.7,24,276,0,0,1,0,0,0,0,0,1
3.3,6,14.1,10.8,22,297,0,0,1,0,0,0,0,0,1
2.0,4,10.4,7.4,31,212,0,0,1,0,0,0,0,0,1
2.4,4,9.3,7.1,34,198,0,0,1,0,0,0,0,0,1
2.4,4,9.2,6.8,35,190,0,0,1,0,0,0,0,0,1
2.0,4,6.0,5.3,50,135,1,0,0,0,0,0,0,0,1
2.0,4,5.9,5.1,50,132,1,0,0,0,0,0,0,0,1
2.0,4,10.0,7.9,31,216,0,0,1,0,0,0,0,0,1
2.0,4,10.8,9.2,28,239,0,0,1,0,0,0,0,0,1
2.4,4,11.0,9.1,28,240,0,0,1,0,0,0,0,0,1
2.0,4,9.1,7.1,34,193,0,0,1,0,0,0,0,0,1
2.0,4,9.4,7.1,34,198,0,0,0,0,1,0,0,0,1
2.0,4,10.6,8.3,30,226,0,0,0,0,1,0,0,0,1
1.6,4,8.5,6.9,36,184,1,0,0,0,0,0,0,0,1
1.6,4,9.4,7.0,34,197,0,0,0,0,1,0,0,0,1
2.0,4,10.7,8.6,29,229,0,0,1,0,0,0,0,1,0
3.0,6,12.4,8.7,26,253,0,0,1,0,0,0,0,1,0
3.0,6,12.5,9.3,25,261,0,0,1,0,0,0,0,1,0
2.0,4,11.2,8.5,28,233,0,0,1,0,0,0,0,1,0
3.0,6,12.3,8.7,26,251,0,0,1,0,0,0,0,1,0
3.0,6,12.5,9.2,26,259,0,0,1,0,0,0,0,1,0
3.7,6,13.2,9.8,24,275,0,0,1,0,0,0,0,1,0
5.6,8,14.9,10.2,22,301,0,0,1,0,0,0,0,1,0
2.0,4,10.0,7.8,31,211,0,0,0,1,0,0,0,1,0
3.5,6,12.5,9.0,26,257,0,0,0,1,0,0,0,1,0
5.6,8,17.4,12.2,19,354,0,0,1,0,0,0,0,1,0
2.0,4,11.0,8.4,29,231,0,0,1,0,0,0,0,1,0
2.0,4,8.9,7.2,35,218,0,0,1,0,0,1,0,0,0
2.0,4,10.7,8.8,29,227,0,0,1,0,0,0,0,1,0
3.0,6,13.3,10.0,24,277,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.8,31,215,0,0,1,0,0,0,0,1,0
3.0,6,11.9,8.5,27,242,0,0,1,0,0,0,0,1,0
3.0,6,14.9,9.8,22,296,0,0,0,0,1,0,0,1,0
3.0,6,12.4,8.8,26,253,0,0,1,0,0,0,0,1,0
3.0,6,15.3,10.0,22,302,0,0,0,0,1,0,0,1,0
3.0,6,13.0,9.2,25,265,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.8,31,215,0,0,1,0,0,0,0,1,0
3.0,6,11.9,8.5,27,242,0,0,1,0,0,0,0,1,0
3.0,6,14.9,9.8,22,296,0,0,0,0,1,0,0,1,0
3.0,6,12.4,8.8,26,253,0,0,1,0,0,0,0,1,0
3.0,6,15.3,10.0,22,302,0,0,0,0,1,0,0,1,0
3.0,6,13.0,9.2,25,265,0,0,1,0,0,0,0,1,0
5.0,8,15.6,10.4,21,311,0,0,1,0,0,0,0,1,0
5.0,8,15.6,10.4,21,311,0,0,1,0,0,0,0,1,0
2.0,4,7.8,5.8,41,186,0,0,1,0,0,1,0,0,0
2.0,4,9.8,6.9,33,200,0,0,1,0,0,0,0,1,0
3.0,6,11.8,8.2,28,238,0,0,1,0,0,0,0,1,0
2.0,4,7.8,5.8,41,186,0,0,1,0,0,1,0,0,0
2.0,4,10.1,7.2,32,207,0,0,1,0,0,0,0,1,0
3.0,6,12.0,8.4,27,243,0,0,1,0,0,0,0,1,0
3.0,6,14.0,9.0,24,276,0,0,1,0,0,0,0,1,0
3.0,6,14.0,9.4,24,280,0,0,1,0,0,0,0,1,0
5.0,8,15.8,10.3,21,313,0,0,1,0,0,0,0,1,0
2.0,4,10.4,7.6,31,214,0,1,0,0,0,0,0,0,1
2.4,4,10.8,7.6,30,219,0,1,0,0,0,0,0,0,1
3.2,6,11.9,8.2,28,240,0,1,0,0,0,0,0,0,1
2.0,4,11.2,8.0,29,229,0,1,0,0,0,0,0,0,1
2.4,4,11.2,8.0,29,230,0,1,0,0,0,0,0,0,1
3.2,6,12.2,8.6,27,249,0,1,0,0,0,0,0,0,1
2.0,4,11.5,8.6,28,240,0,1,0,0,0,0,0,0,1
3.2,6,12.8,9.0,25,259,0,1,0,0,0,0,0,0,1
2.0,4,11.8,9.2,27,249,0,1,0,0,0,0,0,0,1
3.2,6,12.9,9.9,24,269,0,1,0,0,0,0,0,0,1
2.4,4,10.6,7.6,30,218,0,1,0,0,0,0,0,0,1
2.4,4,10.4,7.3,31,211,0,0,0,0,1,0,0,0,1
2.4,4,10.8,7.8,30,222,0,1,0,0,0,0,0,0,1
2.4,4,10.8,7.6,30,221,0,0,0,0,1,0,0,0,1
3.6,6,12.7,9.6,25,265,0,1,0,0,0,0,0,0,1
5.7,8,16.7,10.9,20,331,0,1,0,0,0,0,0,0,1
3.0,6,11.2,8.5,28,268,0,1,0,0,0,1,0,0,0
6.4,8,18.3,12.6,18,368,0,1,0,0,0,0,0,1,0
6.2,8,20.9,13.8,16,413,0,1,0,0,0,0,0,1,0
1.3,4,9.8,7.4,32,204,0,1,0,0,0,0,0,0,1
2.4,4,10.8,7.8,30,222,0,1,0,0,0,0,0,0,1
1.3,4,10.1,8.1,31,216,0,1,0,0,0,0,0,0,1
2.4,4,11.2,8.2,29,230,0,1,0,0,0,0,0,0,1
1.3,4,10.8,8.7,29,230,0,1,0,0,0,0,0,0,1
2.0,4,10.5,9.4,28,233,0,1,0,0,0,0,0,0,1
3.6,6,12.8,10.4,24,274,0,1,0,0,0,0,0,0,1
3.6,6,13.7,9.6,24,277,0,0,0,0,1,0,0,0,1
2.0,4,10.9,10.0,27,245,0,1,0,0,0,0,0,0,1
3.6,6,12.9,10.2,24,275,0,1,0,0,0,0,0,0,1
3.6,6,13.8,10.1,23,285,0,0,0,0,1,0,0,0,1
3.3,6,11.6,8.5,28,238,0,0,1,0,0,0,0,0,1
2.0,4,7.7,5.9,41,164,0,0,0,1,0,0,0,0,1
2.0,4,8.6,6.4,37,180,0,0,0,0,1,0,0,0,1
1.6,4,4.6,5.1,59,114,1,0,0,0,0,0,0,0,1
1.6,4,4.5,4.8,60,110,1,0,0,0,0,0,0,0,1
1.6,4,5.1,5.8,52,129,1,0,0,0,0,0,0,0,1
2.0,4,11.2,7.9,29,230,0,0,1,0,0,0,0,0,1
2.4,4,9.5,7.1,34,199,0,0,1,0,0,0,0,0,1
2.0,4,6.1,5.2,50,133,1,0,0,0,0,0,0,0,1
1.6,4,8.5,6.4,38,177,0,0,1,0,0,0,0,0,1
1.6,4,8.3,6.4,38,175,0,0,0,0,1,0,0,0,1
3.3,6,12.7,10.0,25,272,0,0,1,0,0,0,0,0,1
2.4,4,10.7,8.2,29,225,0,0,1,0,0,0,0,0,1
2.4,4,11.2,9.0,28,242,0,0,1,0,0,0,0,0,1
3.3,6,12.5,9.7,25,265,0,0,1,0,0,0,0,0,1
1.6,4,9.1,7.7,33,199,1,0,0,0,0,0,0,0,1
1.6,4,9.0,7.6,34,198,0,0,1,0,0,0,0,0,1
2.0,4,9.5,7.8,32,206,0,0,1,0,0,0,0,0,1
2.4,4,10.3,7.8,31,218,0,0,1,0,0,0,0,0,1
2.0,4,11.9,10.2,25,263,0,0,1,0,0,0,0,0,1
2.4,4,11.3,9.5,27,247,0,0,1,0,0,0,0,0,1
2.0,4,11.1,8.1,29,229,0,0,1,0,0,0,0,1,0
3.3,6,13.6,9.6,24,279,0,0,1,0,0,0,0,1,0
6.5,12,26.3,15.6,13,487,1,0,0,0,0,0,0,1,0
6.5,12,26.6,15.8,13,493,1,0,0,0,0,0,0,1,0
5.2,10,18.1,13.2,18,366,1,0,0,0,0,0,0,1,0
5.2,10,17.9,13.0,18,370,1,0,0,0,0,0,0,1,0
5.2,10,18.1,13.2,18,366,1,0,0,0,0,0,0,1,0
5.2,10,17.9,13.0,18,370,1,0,0,0,0,0,0,1,0
5.2,10,17.9,13.0,18,370,1,0,0,0,0,0,0,1,0
5.2,10,17.9,13.0,18,370,1,0,0,0,0,0,0,1,0
4.0,8,19.2,14.1,17,384,0,0,1,0,0,0,0,1,0
3.0,6,14.8,11.4,21,311,0,0,1,0,0,0,0,1,0
3.0,6,11.3,9.2,27,279,0,0,1,0,0,1,0,0,0
2.0,4,11.4,9.3,27,246,0,0,1,0,0,0,0,1,0
3.0,6,14.1,10.3,23,291,0,0,1,0,0,0,0,1,0
3.0,6,10.7,8.3,29,256,0,0,1,0,0,1,0,0,0
5.0,8,14.4,11.3,22,305,0,0,1,0,0,0,0,1,0
5.0,8,17.9,12.7,18,365,0,0,1,0,0,0,0,1,0
3.0,6,14.1,10.3,23,291,0,0,1,0,0,0,0,1,0
3.0,6,10.7,8.3,29,256,0,0,1,0,0,1,0,0,0
5.0,8,14.1,10.7,22,294,0,0,1,0,0,0,0,1,0
2.0,4,10.9,8.0,29,225,0,0,1,0,0,0,0,1,0
2.0,4,11.2,8.2,29,231,0,0,1,0,0,0,0,1,0
2.0,4,9.2,7.8,33,229,0,0,1,0,0,1,0,0,0
2.0,4,11.7,9.2,27,248,0,0,1,0,0,0,0,1,0
3.0,6,13.0,10.0,24,273,0,0,1,0,0,0,0,1,0
2.5,4,5.5,5.2,53,124,0,0,0,1,0,0,0,0,1
3.5,6,10.6,7.2,31,211,0,0,1,0,0,0,0,0,1
3.5,6,10.9,7.5,30,219,0,0,1,0,0,0,0,0,1
3.5,6,12.3,9.1,26,254,0,0,1,0,0,0,0,1,0
5.0,8,14.9,9.7,23,293,0,0,1,0,0,0,0,1,0
4.6,8,16.0,12.9,19,341,0,0,1,0,0,0,0,1,0
2.0,4,11.0,7.6,30,220,0,0,1,0,0,0,0,1,0
3.5,6,12.3,9.1,26,254,0,0,1,0,0,0,0,1,0
3.5,6,12.3,9.1,26,254,0,0,1,0,0,0,0,1,0
5.0,8,15.1,9.5,22,294,0,0,1,0,0,0,0,1,0
3.5,6,9.0,7.1,35,189,0,0,0,1,0,0,0,1,0
3.4,6,13.1,8.7,25,261,0,0,1,0,0,0,0,1,0
3.5,6,10.3,7.7,31,214,0,0,0,1,0,0,0,1,0
5.7,8,18.2,12.8,18,371,0,0,1,0,0,0,0,1,0
2.0,4,10.7,8.5,29,226,0,0,1,0,0,0,0,1,0
2.0,4,10.8,8.9,29,232,0,0,1,0,0,0,0,1,0
2.5,4,7.2,7.9,38,176,0,0,0,1,0,0,0,0,1
3.5,6,13.1,9.8,25,262,0,0,1,0,0,0,0,1,0
3.5,6,13.1,9.8,25,262,0,0,1,0,0,0,0,1,0
5.0,8,15.2,9.5,22,289,0,0,1,0,0,0,0,1,0
3.5,6,12.2,9.0,26,252,0,0,1,0,0,0,0,0,1
3.5,6,13.1,9.4,25,268,0,0,1,0,0,0,0,0,1
3.5,6,7.5,8.4,36,185,0,0,0,1,0,0,0,1,0
3.5,6,8.1,8.4,35,190,0,0,0,1,0,0,0,1,0
2.0,4,8.0,6.3,39,168,0,0,1,0,0,0,0,0,1
2.0,4,5.5,5.7,50,130,0,0,0,1,0,0,0,0,1
2.0,4,5.7,6.2,47,140,0,0,0,1,0,0,0,0,1
2.7,6,14.0,9.4,24,281,0,0,1,0,0,0,0,0,1
3.0,6,14.5,9.8,23,289,0,0,1,0,0,0,0,0,1
3.7,6,14.3,9.7,23,287,0,0,1,0,0,0,0,0,1
2.0,4,12.3,9.3,26,257,0,0,1,0,0,0,0,0,1
2.0,4,12.2,9.3,26,256,0,0,1,0,0,0,0,0,1
2.3,4,13.1,9.5,25,270,0,0,1,0,0,0,0,0,1
3.5,6,15.7,11.2,21,322,0,0,1,0,0,0,0,0,1
3.7,6,14.7,10.3,22,297,0,1,0,0,0,0,0,0,1
2.0,4,12.1,8.4,27,245,0,0,1,0,0,0,0,0,1
3.0,6,14.0,9.2,24,278,0,0,1,0,0,0,0,0,1
2.0,4,5.7,6.2,48,139,0,0,0,1,0,0,0,0,1
2.0,4,12.0,9.6,26,250,0,0,1,0,0,0,0,0,1
2.7,6,12.6,9.2,26,259,0,0,1,0,0,0,0,0,1
3.5,6,15.0,11.4,21,314,0,0,1,0,0,0,0,0,1
3.0,6,14.1,9.8,23,286,0,0,1,0,0,0,0,1,0
3.0,6,14.7,9.9,22,295,0,0,1,0,0,0,0,1,0
3.0,6,14.7,9.9,22,295,0,0,1,0,0,0,0,1,0
4.7,8,17.8,11.6,19,354,0,0,1,0,0,0,0,1,0
3.0,6,15.9,11.1,21,324,0,0,1,0,0,0,0,1,0
3.0,6,16.1,11.4,20,330,0,0,1,0,0,0,0,1,0
3.8,8,17.9,12.9,18,360,0,0,1,0,0,0,0,1,0
3.8,8,17.9,12.9,18,360,0,0,1,0,0,0,0,1,0
3.0,6,15.1,10.3,22,299,0,0,1,0,0,0,0,1,0
3.0,6,15.0,10.3,22,301,0,0,1,0,0,0,0,1,0
3.8,8,16.0,10.8,21,321,0,0,1,0,0,0,0,1,0
2.0,4,8.3,6.9,37,179,0,0,1,0,0,0,0,0,1
2.0,4,8.8,7.0,35,186,0,0,0,0,1,0,0,0,1
2.0,4,8.6,7.4,35,189,0,0,1,0,0,0,0,0,1
2.0,4,9.7,7.7,32,206,0,0,0,0,1,0,0,0,1
2.5,4,9.7,7.8,32,206,0,0,1,0,0,0,0,0,1
2.5,4,9.3,7.6,33,201,0,0,1,0,0,0,0,0,1
2.5,4,10.2,8.2,30,217,0,0,1,0,0,0,0,0,1
2.5,4,9.8,7.9,31,208,0,0,1,0,0,0,0,0,1
2.5,4,10.8,8.7,29,230,0,0,1,0,0,0,0,0,1
2.2,4,8.9,7.9,34,227,0,0,1,0,0,1,0,0,0
2.5,4,10.6,8.4,29,225,0,0,1,0,0,0,0,0,1
2.5,4,11.6,9.1,27,244,0,0,1,0,0,0,0,0,1
2.0,4,8.4,6.6,37,178,0,0,1,0,0,0,0,0,1
2.0,4,8.7,6.4,37,180,0,0,0,0,1,0,0,0,1
2.5,4,8.8,6.4,37,181,0,0,1,0,0,0,0,0,1
2.5,4,8.8,6.6,36,183,0,0,1,0,0,0,0,0,1
2.5,4,9.2,7.0,34,192,0,0,1,0,0,0,0,0,1
2.0,4,8.6,6.7,37,181,0,0,1,0,0,0,0,0,1
2.0,4,8.7,6.6,36,181,0,0,0,0,1,0,0,0,1
2.5,4,9.0,6.8,35,187,0,0,1,0,0,0,0,0,1
2.5,4,9.2,6.6,35,189,0,0,0,0,1,0,0,0,1
2.5,4,9.8,7.4,32,204,0,0,1,0,0,0,0,0,1
2.5,4,9.1,6.7,35,187,0,0,1,0,0,0,0,0,1
2.5,4,10.0,7.5,32,208,0,0,1,0,0,0,0,0,1
2.0,4,9.0,6.6,36,186,0,0,1,0,0,0,0,1,0
2.0,4,9.0,7.0,35,189,0,0,0,0,1,0,0,1,0
2.0,4,9.7,6.8,34,195,1,0,0,0,0,0,0,1,0
2.0,4,9.6,7.1,33,199,1,0,0,0,0,0,0,1,0
2.0,4,9.4,6.8,34,192,1,0,0,0,0,0,0,1,0
2.0,4,9.9,7.0,33,201,1,0,0,0,0,0,0,1,0
3.0,6,12.4,8.7,26,253,0,1,0,0,0,0,0,1,0
3.0,6,12.7,9.2,25,263,0,1,0,0,0,0,0,1,0
3.0,6,12.9,8.8,25,255,0,1,0,0,0,0,0,1,0
3.0,6,12.4,8.9,26,255,0,1,0,0,0,0,0,1,0
4.0,8,13.2,8.7,25,263,0,1,0,0,0,0,0,1,0
4.0,8,13.2,8.7,25,263,0,1,0,0,0,0,0,1,0
4.0,8,13.9,9.7,24,282,0,1,0,0,0,0,0,1,0
4.0,8,13.9,9.2,24,277,0,1,0,0,0,0,0,1,0
2.0,4,10.3,7.9,31,217,1,0,0,0,0,0,0,1,0
3.0,6,12.4,8.7,26,235,0,1,0,0,0,0,0,1,0
3.0,6,11.2,8.3,29,232,0,1,0,0,0,0,0,1,0
3.0,6,12.5,9.0,26,245,0,1,0,0,0,0,0,1,0
3.0,6,12.3,8.5,27,237,0,1,0,0,0,0,0,1,0
3.0,6,11.5,8.6,28,239,0,1,0,0,0,0,0,1,0
4.0,8,16.0,10.5,21,318,0,1,0,0,0,0,0,1,0
4.0,8,14.6,10.4,22,299,0,1,0,0,0,0,0,1,0
4.0,8,18.1,15.6,17,396,0,1,0,0,0,0,0,1,0
2.0,4,10.7,8.3,29,225,1,0,0,0,0,0,0,1,0
3.0,6,12.5,9.6,25,262,0,1,0,0,0,0,0,1,0
3.0,6,12.6,9.7,25,265,0,1,0,0,0,0,0,1,0
4.0,8,15.0,10.9,21,309,0,1,0,0,0,0,0,1,0
4.0,8,15.0,10.9,21,309,0,1,0,0,0,0,0,1,0
3.0,6,14.0,10.6,23,292,0,1,0,0,0,0,0,1,0
3.0,6,14.1,10.9,22,297,0,1,0,0,0,0,0,1,0
4.7,8,17.7,13.4,18,370,0,1,0,0,0,0,0,1,0
4.7,8,17.2,12.8,19,357,0,1,0,0,0,0,0,1,0
4.7,8,17.8,13.2,18,370,0,1,0,0,0,0,0,1,0
3.0,6,12.4,9.8,25,264,0,1,0,0,0,0,0,1,0
4.0,8,15.5,11.5,21,323,0,1,0,0,0,0,0,1,0
4.0,8,15.6,11.5,21,324,0,1,0,0,0,0,0,1,0
4.0,8,15.3,11.4,21,315,1,0,0,0,0,0,0,1,0
4.0,8,15.2,11.4,21,315,1,0,0,0,0,0,0,1,0
4.0,8,15.9,11.8,20,327,1,0,0,0,0,0,0,1,0
4.0,8,14.1,8.9,24,275,0,1,0,0,0,0,0,1,0
4.0,8,15.8,9.8,22,306,0,1,0,0,0,0,0,1,0
4.0,8,14.0,8.7,24,271,0,1,0,0,0,0,0,1,0
6.0,12,18.6,10.9,19,356,0,1,0,0,0,0,0,1,0
6.0,12,17.1,11.0,20,337,0,1,0,0,0,0,0,1,0
6.0,12,17.6,11.0,19,343,0,1,0,0,0,0,0,1,0
5.5,8,15.3,10.2,22,303,0,1,0,0,0,0,0,1,0
3.0,6,11.8,8.2,28,238,0,1,0,0,0,0,0,1,0
2.0,4,9.8,6.8,34,196,1,0,0,0,0,0,0,1,0
2.0,4,10.3,7.8,31,215,1,0,0,0,0,0,0,1,0
2.0,4,11.0,7.3,30,219,0,1,0,0,0,0,0,1,0
2.0,4,11.3,8.1,29,231,0,1,0,0,0,0,0,1,0
2.0,4,10.9,7.7,30,221,0,1,0,0,0,0,0,1,0
2.0,4,10.9,7.7,30,221,0,1,0,0,0,0,0,1,0
2.0,4,9.6,6.6,34,193,1,0,0,0,0,0,0,1,0
2.0,4,9.9,7.3,32,204,1,0,0,0,0,0,0,1,0
3.0,6,11.3,7.9,29,213,0,1,0,0,0,0,0,1,0
2.0,4,11.0,8.1,29,228,0,1,0,0,0,0,0,1,0
3.0,6,11.8,8.5,27,244,0,1,0,0,0,0,0,1,0
3.0,6,12.7,10.1,24,271,0,1,0,0,0,0,0,1,0
3.0,6,12.5,9.1,26,257,0,1,0,0,0,0,0,1,0
3.0,6,12.3,8.9,26,254,0,1,0,0,0,0,0,1,0
4.0,8,18.0,14.1,17,378,0,1,0,0,0,0,0,1,0
2.0,4,10.1,7.6,31,209,1,0,0,0,0,0,0,1,0
2.0,4,11.0,8.7,28,234,0,1,0,0,0,0,0,1,0
2.0,4,10.8,9.0,28,234,0,1,0,0,0,0,0,1,0
3.0,6,13.5,10.3,23,282,0,1,0,0,0,0,0,1,0
3.0,6,14.9,11.2,21,312,0,1,0,0,0,0,0,1,0
4.7,8,17.2,12.6,19,355,0,1,0,0,0,0,0,1,0
4.0,8,14.4,9.5,23,286,0,1,0,0,0,0,0,1,0
6.0,12,18.4,11.1,19,355,0,1,0,0,0,0,0,1,0
2.0,4,11.5,9.8,26,251,0,1,0,0,0,0,0,1,0
2.0,4,11.3,9.6,27,248,0,1,0,0,0,0,0,1,0
2.0,4,12.3,10.3,25,268,0,1,0,0,0,0,0,1,0
3.0,6,12.8,8.5,26,253,0,1,0,0,0,0,0,1,0
4.0,8,13.8,9.2,24,275,0,1,0,0,0,0,0,1,0
4.0,8,13.5,8.6,25,265,0,1,0,0,0,0,0,1,0
4.0,8,13.5,8.6,25,265,0,1,0,0,0,0,0,1,0
3.0,6,11.8,8.5,27,241,0,1,0,0,0,0,0,1,0
4.7,8,13.5,9.3,24,270,0,1,0,0,0,0,0,1,0
2.0,4,10.0,7.3,32,205,0,1,0,0,0,0,0,1,0
1.5,3,8.8,6.8,36,184,0,0,1,0,0,0,0,1,0
1.5,3,8.5,6.2,38,175,0,0,0,0,1,0,0,1,0
1.5,3,8.8,6.8,36,184,0,0,1,0,0,0,0,1,0
1.5,3,8.4,6.3,38,175,0,0,0,0,1,0,0,1,0
1.5,3,10.2,7.6,31,212,0,0,1,0,0,0,0,1,0
1.5,3,10.5,7.4,31,214,0,0,0,0,1,0,0,1,0
1.5,3,8.8,6.8,36,184,0,0,1,0,0,0,0,1,0
1.5,3,8.4,6.3,38,175,0,0,0,0,1,0,0,1,0
1.5,3,10.3,7.9,31,215,0,0,1,0,0,0,0,1,0
1.5,3,10.5,7.4,31,214,0,0,0,0,1,0,0,1,0
2.0,4,9.3,7.3,34,197,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.4,31,210,0,0,0,0,1,0,0,1,0
2.0,4,9.3,7.3,34,197,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.4,31,210,0,0,0,0,1,0,0,1,0
2.0,4,10.4,7.6,31,214,0,0,1,0,0,0,0,1,0
2.0,4,11.4,7.7,29,227,0,0,0,0,1,0,0,1,0
2.0,4,9.4,7.2,34,197,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.4,31,210,0,0,0,0,1,0,0,1,0
2.0,4,10.5,7.6,31,215,0,0,1,0,0,0,0,1,0
2.0,4,11.3,7.8,29,228,0,0,0,0,1,0,0,1,0
2.0,4,9.3,7.3,34,197,0,0,1,0,0,0,0,1,0
2.0,4,10.2,7.4,31,210,0,0,0,0,1,0,0,1,0
2.0,4,10.4,7.6,31,214,0,0,1,0,0,0,0,1,0
2.0,4,11.4,7.7,29,227,0,0,0,0,1,0,0,1,0
2.0,4,9.4,7.2,34,197,0,0,1,0,0,0,0,1,0
2.0,4,10.8,7.7,30,220,0,0,0,0,1,0,0,1,0
2.0,4,10.6,7.8,30,220,0,0,1,0,0,0,0,1,0
2.0,4,11.3,7.8,29,228,0,0,0,0,1,0,0,1,0
1.5,4,9.6,8.9,30,216,0,0,0,1,0,0,0,0,1
1.2,3,6.6,5.6,46,143,0,0,0,1,0,0,0,0,1
1.2,3,7.1,5.8,43,151,0,0,0,0,1,0,0,0,1
1.2,3,6.9,5.7,44,148,0,0,0,1,0,0,0,0,1
1.2,3,7.2,5.9,43,153,0,0,0,0,1,0,0,0,1
2.4,4,9.9,8.1,31,212,0,0,0,1,0,0,0,0,1
3.0,6,12.0,8.8,27,246,0,0,1,0,0,0,0,1,0
2.0,4,9.7,7.8,32,206,0,0,0,1,0,0,0,0,1
2.0,4,10.1,8.2,31,213,0,0,0,1,0,0,0,0,1
2.4,4,10.3,8.3,30,218,0,0,0,1,0,0,0,0,1
3.7,6,12.6,9.3,25,261,0,0,1,0,0,0,0,1,0
3.7,6,13.3,9.3,25,270,0,0,0,0,1,0,0,1,0
3.7,6,13.0,9.7,25,271,0,0,1,0,0,0,0,1,0
3.7,6,13.6,9.7,24,279,0,0,0,0,1,0,0,1,0
2.5,4,8.6,6.1,38,174,0,0,0,1,0,0,0,0,1
2.0,4,9.1,6.9,35,190,0,0,0,1,0,0,0,0,1
2.5,4,8.5,6.3,38,177,0,0,0,1,0,0,0,0,1
2.5,4,9.1,6.5,36,186,0,0,0,1,0,0,0,0,1
2.5,4,9.3,6.7,35,190,0,0,0,1,0,0,0,0,1
5.6,8,17.7,12.9,18,364,0,0,1,0,0,0,0,0,1
2.5,4,13.7,10.7,23,290,0,1,0,0,0,0,0,0,1
4.0,6,14.7,10.3,22,299,0,1,0,0,0,0,0,0,1
4.0,6,15.8,11.5,20,326,0,1,0,0,0,0,0,0,1
